Cbench started.
  %   cumulative   self              self     total
 time   seconds   seconds    calls  ms/call  ms/call  name
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000003d4bdd8>.port=
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x00000003d4bdd8>.port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000003c9f0b0>.xid=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x00000003c9f0b0>.xid
  0.00  1306.29      0.00        8     0.00     0.00  #<BinData::Struct:0x00000003c89878>.match=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x00000003c89878>.match
  0.00  1306.29      0.00       79     0.00     0.00  #<BinData::Struct:0x00000003396e50>.octets
  0.00  1306.29      0.00       72     0.00     0.00  #<BinData::Struct:0x000000034781c0>.flags
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003447520>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x0000000341da18>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000033bea90>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x0000000359b3b8>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x0000000439f9a0>.command=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x0000000439f9a0>.command
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x000000043331b0>.binary=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x000000043331b0>.binary
  0.00  1306.29      0.00       20     0.00     0.00  #<BinData::Struct:0x0000000424f208>.port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x000000042b1958>.action_length
  0.00  1306.29      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x00000003d1ab70>.actions
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x0000000434b7d8>.flags
  0.00  1306.29      0.00       12     0.00     0.83  #<BinData::Struct:0x0000000424f208>.port=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000034781c0>.flags=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003447520>.octets=
  0.00  1306.29      0.00        1     0.00    10.00  #<BinData::Struct:0x0000000341da18>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000033bea90>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003396e50>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x0000000434b7d8>.flags=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x0000000330bda0>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x0000000334e740>.version
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x00000003c37578>.message_length
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x00000003560498>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000035a4ff8>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x000000036263c8>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x000000036263c8>.type
  0.00  1306.29      0.00        6     0.00     0.00  #<BinData::Struct:0x0000000339e8d0>.reason
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000033f4c30>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x000000034c8b48>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x000000034c8b48>.type
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x000000034c8b48>._length
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x0000000246a710>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000026b8a58>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x0000000266e368>.octets
  0.00  1306.29      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x00000002aa4978>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00  1306.29      0.00       26     0.00     0.00  #<BinData::Struct:0x000000042870e0>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000043250d8>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000043058f0>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000042f0f90>.ether_type
  0.00  1306.29      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003de0a78>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000042a7660>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003de0a78>.ip_header_length
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003de0a78>.source_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003de0a78>.destination_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003de0a78>.vlan_pcp
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003de0a78>.ip_type_of_service
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003de0a78>.ip_protocol
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003de0a78>.source_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003de0a78>.destination_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003de0a78>.transport_source_port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003de0a78>.transport_destination_port
  0.00  1306.29      0.00        3     0.00     3.33  #<BinData::Struct:0x00000003c69f78>.flags=
  0.00  1306.29      0.00       96     0.00     0.10  #<BinData::Struct:0x00000003c69f78>.flags
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x000000034e8f38>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x000000034e8f38>.octets
  0.00  1306.29      0.00        3     0.00     3.33  #<BinData::Struct:0x0000000362fe00>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x0000000362fe00>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x000000034a5918>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x000000034a5918>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x00000003cd1858>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000003332950>.octets=
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000003fbb5c8>.port=
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x00000003fbb5c8>.port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x0000000435f9b8>.xid=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x0000000435f9b8>.xid
  0.00  1306.29      0.00        8     0.00     2.50  #<BinData::Struct:0x00000004330898>.match=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x00000004330898>.match
  0.00  1306.29      0.00       79     0.00     0.00  #<BinData::Struct:0x00000004091060>.octets
  0.00  1306.29      0.00       72     0.00     0.00  #<BinData::Struct:0x00000004109858>.flags
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000040e8f18>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000040d1b88>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000040a57e0>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x00000004185390>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000003d3ecf0>.command=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x00000003d3ecf0>.command
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x00000003cdfc28>.binary=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x00000003cdfc28>.binary
  0.00  1306.29      0.00       20     0.00     0.00  #<BinData::Struct:0x00000003c5b680>.port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x00000003c83d88>.action_length
  0.00  1306.29      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x00000003f0ce88>.actions
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x00000003cf3b38>.flags
  0.00  1306.29      0.00       12     0.00     0.00  #<BinData::Struct:0x00000003c5b680>.port=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000004109858>.flags=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000040e8f18>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000040d1b88>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000040a57e0>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000004091060>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003cf3b38>.flags=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x000000041d2028>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000041fcda0>.version
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x00000004237518>.message_length
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x00000004146a78>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000004164b68>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x00000004190308>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x00000004190308>.type
  0.00  1306.29      0.00        6     0.00     0.00  #<BinData::Struct:0x00000004061e50>.reason
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000004087e70>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x000000040fe070>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x000000040fe070>.type
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x000000040fe070>._length
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x00000003e631d0>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003e99708>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003e82238>.octets
  0.00  1306.29      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x00000003f002a0>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00  1306.29      0.00       26     0.00     0.00  #<BinData::Struct:0x00000003c5c580>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003ca9e70>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003c9e8b8>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003c8eaa8>.ether_type
  0.00  1306.29      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003d3c1a8>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003c686f0>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003d3c1a8>.ip_header_length
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003d3c1a8>.source_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003d3c1a8>.destination_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003d3c1a8>.vlan_pcp
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003d3c1a8>.ip_type_of_service
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003d3c1a8>.ip_protocol
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003d3c1a8>.source_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003d3c1a8>.destination_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003d3c1a8>.transport_source_port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x00000003d3c1a8>.transport_destination_port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x0000000427b790>.flags=
  0.00  1306.29      0.00       96     0.00     0.10  #<BinData::Struct:0x0000000427b790>.flags
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x000000041d3018>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x000000041d3018>.octets
  0.00  1306.29      0.00        3     0.00     3.33  #<BinData::Struct:0x000000041795b8>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x000000041795b8>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x000000040bc440>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x000000040bc440>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x0000000433c0f8>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000003fa3748>.octets=
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000003d6e1f8>.port=
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x00000003d6e1f8>.port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000003caa050>.xid=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x00000003caa050>.xid
  0.00  1306.29      0.00        8     0.00     1.25  #<BinData::Struct:0x00000003c94ed0>.match=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x00000003c94ed0>.match
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003445b58>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003413040>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000033b3780>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x000000035a69e8>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000004234430>.command=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x00000004234430>.command
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x00000004165c70>.binary=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x00000004165c70>.binary
  0.00  1306.29      0.00       20     0.00     0.00  #<BinData::Struct:0x00000003f98208>.port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x0000000406c198>.action_length
  0.00  1306.29      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x00000003d3c6d0>.actions
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x00000004186e98>.flags
  0.00  1306.29      0.00       12     0.00     0.83  #<BinData::Struct:0x00000003f98208>.port=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003473918>.flags=
  0.00  1306.29      0.00        1     0.00    10.00  #<BinData::Struct:0x00000003445b58>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003413040>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x000000033b3780>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x0000000338bca8>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000004186e98>.flags=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x00000003ee87e0>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003ea6318>.version
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x00000003df45a0>.message_length
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x00000004079258>.xid
